id,tokens,tags
5369_aug1,"['The', 'loss', 'of', 'wild', '-', 'type', 'BRCA1', 'in', 'hereditary', 'ovarian', 'cancers', 'of', 'individuals', 'carrying', 'one', 'nonfunctional', 'BRCA1', 'allele', 'suggests', 'that', 'BRCA1', 'hereditary', 'ovarian', 'cancers', 'a', 'tumour', 'suppressor', 'that', 'may', 'inhibit', 'the', 'proliferation', 'mammary', 'epithelial', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5369_aug2,"['The', 'loss', 'of', 'wild', '-', 'type', 'BRCA1', 'in', 'Kniest', 'dysplasia', 'of', 'individuals', 'carrying', 'one', 'nonfunctional', 'BRCA1', 'allele', 'suggests', 'that', 'BRCA1', 'encodes', 'Kniest', 'dysplasia', 'tumour', 'suppressor', 'that', 'may', 'inhibit', 'the', 'proliferation', 'mammary', 'epithelial', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5369_aug3,"['The', 'loss', 'of', 'wild', '-', 'type', 'BRCA1', 'in', 'chondrodysplasia', 'of', 'individuals', 'carrying', 'one', 'nonfunctional', 'BRCA1', 'allele', 'suggests', 'that', 'BRCA1', 'encodes', 'a', 'chondrodysplasia', 'suppressor', 'that', 'may', 'inhibit', 'the', 'proliferation', 'mammary', 'epithelial', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5369_aug4,"['The', 'loss', 'of', 'wild', '-', 'type', 'BRCA1', 'in', 'VHL', 'of', 'individuals', 'carrying', 'one', 'nonfunctional', 'BRCA1', 'allele', 'suggests', 'that', 'BRCA1', 'encodes', 'a', 'VHL', 'suppressor', 'that', 'may', 'inhibit', 'the', 'proliferation', 'mammary', 'epithelial', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug0,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'HD', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug1,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'Norrie', 'disease', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug2,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'pseudoglioma', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug3,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'X', '-', 'linked', 'neurodevelopmental', 'disorder', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug4,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'DM', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51_aug0,"['The', 'VHL', 'incidence', 'among', 'the', 'siblings', 'or', 'the', 'parents', 'did', 'not', 'differ', 'from', 'the', 'average', 'VHL', 'incidence', 'in', 'the', 'Finnish', 'population', '.']","['O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O']"
51_aug1,"['The', 'hereditary', 'and', 'non', 'hereditary', 'retinoblastoma', 'incidence', 'among', 'the', 'siblings', 'or', 'the', 'parents', 'did', 'not', 'hereditary', 'and', 'non', 'hereditary', 'retinoblastoma', 'from', 'the', 'average', 'cancer', 'incidence', 'in', 'the', 'Finnish', 'population', '.']","['O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O']"
4408_aug0,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'NDP', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug1,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'McLeod', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug2,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'ALD', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug3,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'DM', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug4,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'FRDA', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
5042_aug0,"['The', 'clinical', 'manifestation', 'of', 'DM', '(', 'DM', 'myotonic', 'dystrophy', 'is', 'correlated', 'to', 'the', 'extent', 'of', 'expansion', 'of', 'an', 'unstable', '[', 'CTG', ']', 'n', 'DNA', 'motif', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3673_aug0,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'hereditary', 'and', 'non', 'hereditary', 'retinoblastoma', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
3673_aug1,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'DMD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
3673_aug2,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'BMD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
3673_aug3,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'multiple', 'epiphyseal', 'dysplasia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O']"
3673_aug4,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'club', 'foot', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
4811_aug0,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'myotonic', 'dystrophy', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug1,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'adrenomyeloneuropathy', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug2,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'contiguous', 'gene', 'syndrome', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug3,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'Kniest', 'dysplasia', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug4,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'chondrodysplasia', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug0,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'adrenomyeloneuropathy', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug1,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'contiguous', 'gene', 'syndrome', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug2,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'Pendred', 'syndrome', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug3,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'Kniest', 'dysplasia', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug4,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'chondrodysplasia', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2216_aug0,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'Tay', '-', 'Sachs', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
2216_aug1,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'autosomal', 'recessive', 'genetic', 'disorder', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
2216_aug2,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'Kniest', 'dysplasia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
2216_aug3,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'chondrodysplasia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
2216_aug4,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'Very', 'long', 'chain', 'acyl', '-', 'CoA', 'dehydrogenase', '(', 'VLCAD', ')', 'deficiency', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
3149_aug0,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'adrenomyeloneuropathy', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug1,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'contiguous', 'gene', 'syndrome', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug2,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'ALPS', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug3,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'adult', 'MLD', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug4,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'NDP', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
3322_aug0,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'hereditary', 'and', 'non', 'hereditary', 'retinoblastoma', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3322_aug1,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'FRDA', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3322_aug2,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'DMD', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3322_aug3,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'BMD', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3053_aug0,"['Both', 'linkage', 'analysis', 'and', 'DNA', 'fingerprint', 'analysis', 'revealed', 'that', 'each', 'twin', 'has', 'two', 'different', 'X', 'chromosomes', ',', 'eliminating', 'the', 'possibility', 'of', 'genetic', 'abnormalities', 'as', 'a', 'mechanism', 'for', 'BMD', 'expression', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
1699_aug0,"['uniparental', 'disomy', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug1,"['choroideremia', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug2,"['adrenomyeloneuropathy', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug3,"['contiguous', 'gene', 'syndrome', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug4,"['Kniest', 'dysplasia', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug0,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'uniparental', 'disomy', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug1,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'choroideremia', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug2,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'adrenomyeloneuropathy', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug3,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'contiguous', 'gene', 'syndrome', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug4,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'Kniest', 'dysplasia', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
937_aug0,"['Using', 'phosphorus', 'magnetic', 'resonance', 'spectroscopy', 'demonstrated', 'maximum', 'rate', 'muscle', 'mitochondrial', 'ATP', 'production', '(', '12', 'DMD', 'patients']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
